customer_id,attrition_risk_proxy,risk_score,risk_category
CUST00772,Medium,0.240037872,Low
CUST00773,Medium,0.584832165,Medium
CUST00774,Medium,0.359139744,Medium
CUST00775,Low,0.376717784,Medium
CUST00776,Low,0.245994965,Low
CUST00777,Medium,0.444212191,Medium
CUST00778,Low,0.240233902,Low
CUST00779,High,0.518544741,Medium
CUST00780,Medium,0.367637484,Medium
CUST00781,High,0.691849461,High
CUST00782,Low,0.148814526,Low
CUST00783,Low,0.330723202,Medium
CUST00784,Low,0.631432718,Medium
CUST00785,Low,0.137742561,Low
CUST00786,Low,0.166820427,Low
CUST00787,High,0.764719344,High
CUST00788,Low,0.210325512,Low
CUST00789,Medium,0.516347556,Medium
CUST00790,Medium,0.20253399,Low
CUST00791,High,0.804454536,High
CUST00792,High,0.661888106,High
CUST00793,Medium,0.497571926,Medium
CUST00794,Medium,0.226606609,Low
CUST00795,High,0.665375803,High
CUST00796,High,0.639859962,Medium
CUST00797,Low,0.276478643,Low
CUST00798,Low,0.204315092,Low
CUST00799,Medium,0.659865987,Medium
CUST00800,High,0.45254437,Medium
CUST00801,Medium,0.249774917,Low
CUST00803,High,0.73533177,High
CUST00804,Medium,0.23025554,Low
CUST00805,Medium,0.206357249,Low
CUST00806,Low,0.566432392,Medium
CUST00807,High,0.667791956,High
CUST00808,Low,0.21091174,Low
CUST00809,High,0.400493722,Medium
CUST00810,High,0.905094974,High
CUST00811,Medium,0.61333665,Medium
CUST00812,High,0.851255295,High
CUST00813,High,0.877073602,High
CUST00814,Low,0.271326191,Low
CUST00815,Medium,0.284261371,Low
CUST00816,Medium,0.32007458,Low
CUST00817,Low,0.564965574,Medium
CUST00818,Low,0.347788507,Medium
CUST00819,Low,0.296034807,Low
CUST00820,High,0.808189186,High
CUST00822,Low,0.197689514,Low
CUST00823,High,0.573720107,Medium
CUST00824,High,0.744928783,High
CUST00825,High,0.836338795,High
CUST00826,High,0.639912499,Medium
CUST00827,Low,0.363091179,Medium
CUST00828,Medium,0.475599303,Medium
CUST00829,High,0.277256307,Low
CUST00830,Low,0.224906462,Low
CUST00831,Low,0.182723706,Low
CUST00832,High,0.64013429,Medium
CUST00833,High,0.578530591,Medium
CUST00834,Low,0.376081617,Medium
CUST00835,Low,0.228968291,Low
CUST00836,Medium,0.265358798,Low
CUST00837,Low,0.525859984,Medium
CUST00839,Low,0.190609187,Low
CUST00840,Medium,0.332897436,Medium
CUST00841,Low,0.184886149,Low
CUST00842,High,0.895839142,High
CUST00843,Low,0.376585848,Medium
CUST00844,High,0.682040076,High
CUST00845,Medium,0.418147074,Medium
CUST00846,Low,0.189554911,Low
CUST00847,Low,0.249266377,Low
CUST00848,Low,0.195854308,Low
CUST00849,Low,0.367957075,Medium
CUST00850,High,0.615854296,Medium
CUST00851,Low,0.607813019,Medium
CUST00852,Medium,0.661506639,High
CUST00853,Medium,0.48051642,Medium
CUST00854,Low,0.468768881,Medium
CUST00855,Low,0.354760784,Medium
CUST00856,Low,0.177412812,Low
CUST00857,Medium,0.463338288,Medium
CUST00858,Low,0.187590656,Low
CUST00859,Medium,0.493869928,Medium
CUST00860,Medium,0.237443469,Low
CUST00861,Low,0.292318534,Low
CUST00862,High,0.755594933,High
CUST00863,Low,0.162429805,Low
CUST00864,Low,0.220839315,Low
CUST00865,High,0.761504074,High
CUST00866,Low,0.381561151,Medium
CUST00867,Low,0.24625013,Low
CUST00868,High,0.657141498,Medium
CUST00869,Medium,0.339981762,Medium
CUST00870,High,0.549513376,Medium
CUST00871,Low,0.353507622,Medium
CUST00872,Medium,0.238914071,Low
CUST00873,High,0.503251258,Medium
CUST00874,Low,0.179775344,Low
CUST00875,Medium,0.172610737,Low
CUST00876,Low,0.591129194,Medium
CUST00877,High,0.698337001,High
CUST00878,Low,0.261516083,Low
CUST00879,High,0.891404317,High
CUST00880,Medium,0.437291079,Medium
CUST00881,Medium,0.260232741,Low
CUST00882,Low,0.225878032,Low
CUST00883,Medium,0.51151018,Medium
CUST00884,Low,0.46862944,Medium
CUST00885,Low,0.277718827,Low
CUST00886,Low,0.240415132,Low
CUST00887,High,0.684051055,High
CUST00888,Medium,0.46680652,Medium
CUST00889,High,0.762435952,High
CUST00890,Low,0.44721606,Medium
CUST00891,High,0.551168292,Medium
CUST00892,Medium,0.408641173,Medium
CUST00893,Low,0.362895214,Medium
CUST00894,Low,0.197344357,Low
CUST00895,High,0.784036675,High
CUST00896,High,0.457428456,Medium
CUST00897,Medium,0.214500606,Low
CUST00898,Medium,0.389323742,Medium
CUST00899,Low,0.247267267,Low
CUST00900,High,0.791075133,High
CUST00901,High,0.537457482,Medium
CUST00902,Low,0.225040675,Low
CUST00903,High,0.425783659,Medium
CUST00904,High,0.813213296,High
CUST00905,Low,0.36612331,Medium
CUST00906,Low,0.212691697,Low
CUST00907,High,0.693149875,High
CUST00908,Low,0.396664965,Medium
CUST00909,Low,0.265375783,Low
CUST00910,Low,0.219627643,Low
CUST00911,Medium,0.221989586,Low
CUST00912,Low,0.426688851,Medium
CUST00913,Medium,0.214310635,Low
CUST00914,Medium,0.535753096,Medium
CUST00915,Medium,0.433869825,Medium
CUST00916,High,0.774118303,High
CUST00917,Medium,0.43710289,Medium
CUST00918,High,0.707908129,High
CUST00919,Low,0.209393034,Low
CUST00920,Low,0.415476486,Medium
CUST00921,Low,0.218137629,Low
CUST00922,Low,0.153952653,Low
CUST00923,Low,0.199962742,Low
CUST00924,Medium,0.532427698,Medium
CUST00925,Medium,0.502944804,Medium
CUST00926,Low,0.520926495,Medium
CUST00927,Low,0.256771208,Low
CUST00928,Medium,0.361208467,Medium
CUST00929,Low,0.227094508,Low
CUST00930,Medium,0.473185212,Medium
CUST00931,Low,0.174515138,Low
CUST00932,Medium,0.458764098,Medium
CUST00933,Low,0.352499374,Medium
CUST00934,Low,0.559379899,Medium
CUST00935,Low,0.218424324,Low
CUST00936,High,0.723340455,High
CUST00937,Low,0.133704865,Low
CUST00938,Low,0.295265608,Low
CUST00939,Low,0.192474824,Low
CUST00941,High,0.568964398,Medium
CUST00942,High,0.596578508,Medium
CUST00943,Low,0.197923732,Low
CUST00944,Medium,0.511346691,Medium
CUST00945,Medium,0.33716438,Medium
CUST00946,Low,0.245646423,Low
CUST00947,Low,0.668308956,High
CUST00948,Low,0.260632139,Low
CUST00949,Medium,0.269193207,Low
CUST00950,Medium,0.670162755,High
CUST00951,High,0.700032104,High
CUST00952,High,0.784358344,High
CUST00953,Medium,0.302955813,Low
CUST00954,Low,0.657421374,Medium
CUST00955,Low,0.686402161,High
CUST00956,Low,0.169336126,Low
CUST00957,Medium,0.49518801,Medium
CUST00958,Low,0.510344563,Medium
CUST00959,Medium,0.205993729,Low
CUST00960,Medium,0.460965045,Medium
CUST00961,High,0.716745049,High
CUST00962,Medium,0.37049168,Medium
CUST00963,High,0.611993473,Medium
CUST00964,Low,0.219687233,Low
CUST00965,High,0.626429272,Medium
CUST00966,High,0.594369612,Medium
CUST00967,Low,0.624331587,Medium
CUST00968,Low,0.169061367,Low
CUST00969,Low,0.303957692,Low
CUST00970,Low,0.283241983,Low
CUST00971,High,0.474784745,Medium
CUST00972,Medium,0.209514585,Low
CUST00973,High,0.291809196,Low
CUST00974,Medium,0.285274526,Low
CUST00975,High,0.662211095,High
CUST00976,Medium,0.229678078,Low
CUST00977,Low,0.351171478,Medium
CUST00978,High,0.504242687,Medium
CUST00979,Low,0.215493179,Low
CUST00980,Low,0.225049876,Low
CUST00981,High,0.692745713,High
CUST00982,Low,0.358878122,Medium
CUST00983,Low,0.405406594,Medium
CUST00984,Medium,0.380836463,Medium
CUST00985,Low,0.307603647,Low
CUST00986,Low,0.239863613,Low
CUST00987,Medium,0.296462592,Low
CUST00988,Low,0.363869609,Medium
CUST00989,High,0.788379177,High
CUST00990,Low,0.377907042,Medium
CUST00991,High,0.739407204,High
CUST00992,Low,0.629800284,Medium
CUST00993,Medium,0.389989751,Medium
CUST00994,Medium,0.487041192,Medium
CUST00995,Low,0.18455593,Low
CUST00996,Low,0.180605945,Low
CUST00997,Low,0.328173807,Low
CUST00998,Low,0.29421266,Low
CUST00999,Medium,0.355829139,Medium
CUST01000,Low,0.299696904,Low
CUST01001,Medium,0.311302632,Low
CUST01002,Low,0.164230917,Low
CUST01003,High,0.646797998,Medium
CUST01004,Medium,0.18133771,Low
CUST01005,Low,0.164829261,Low
CUST01006,Medium,0.264529589,Low
CUST01007,Medium,0.504296278,Medium
CUST01008,Medium,0.286978075,Low
CUST01009,Medium,0.263763429,Low
